Event Id | Investigation Type | Accident Number | Event Date | Location | Country | Latitude | Longitude | Airport Code | Airport Name | Injury Severity | Aircraft Damage | Aircraft Category | Registration Number | Make | Model | Amateur Built | Number of Engines | Engine Type | FAR Description | Schedule | Purpose of Flight | Air Carrier | Total Fatal Injuries | Total Serious Injuries | Total Minor Injuries | Total Uninjured | Weather Condition | Broad Phase of Flight | Report Status | Publication Date | 
20050706X00944 | Accident | DFW05CA172 | 06/22/2005 | Graham, TX | United States | 32.900000 | -98.533333 |  |  | Non-Fatal | Substantial | Helicopter | N372NS | Garlick Helicopters Inc. | OH-58A+ | No | 1 | Turbo Shaft | Part 137: Agricultural |  | Aerial Application |  |  | 1 |  |  | VMC | MANEUVERING | Factual <br />07/06/2005<br/>Final <br />09/13/2005 | 09/13/2005 | 
20050628X00891 | Accident | SEA05CA122 | 06/19/2005 | Brewster, WA | United States | 48.104722 | -119.720556 |  |  | Non-Fatal | Substantial | Helicopter | N8554F | Bell | 47G-3B-1 | No | 1 | Reciprocating | Part 91: General Aviation |  | Other Work Use |  |  |  | 1 |  | VMC | MANEUVERING | Factual <br />06/28/2005<br/>Final <br />09/13/2005 | 09/13/2005 | 
20050719X01054 | Accident | DFW05CA169 | 06/19/2005 | Rayville, LA | United States | 32.411667 | -91.843333 |  |  | Non-Fatal | Substantial | Helicopter | N744MD | Robinson | R44 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 4 | VMC | TAKEOFF | Factual <br />07/19/2005<br/>Final <br />10/27/2005 | 10/27/2005 | 
20050628X00887 | Accident | IAD05LA080 | 06/19/2005 | Hammonton, NJ | United States | 39.585555 | -74.788611 |  |  | Fatal(2) | Destroyed |  | N200LR | Navickas | Load Runner 2000 | Yes | 1 | Turbo Shaft |  |  | Personal |  | 2 |  |  |  | VMC | CRUISE | Factual <br />02/06/2006<br/>Final <br />04/25/2006 | 04/25/2006 | 
20050705X00926 | Accident | IAD05MA078 | 06/17/2005 | New York, NY | United States | 40.743333 | -73.971667 | 6N5 | EAST 34TH STREET | Non-Fatal | Substantial |  | N317MY | Sikorsky | S-76C | No | 2 | Turbo Shaft |  |  | Executive/Corporate |  |  | 1 | 7 |  | VMC | MANEUVERING | Factual <br />04/05/2007<br/>Final <br />05/29/2007 | 05/29/2007 | 
20050624X00871 | Accident | SEA05LA120 | 06/17/2005 | Billings, MT | United States | 45.807778 | -108.542777 |  |  | Non-Fatal | Substantial | Helicopter | N314MS | MBB | BO-105 | No | 2 | Turbo Shaft | Part 91: General Aviation |  | Other Work Use |  |  |  |  | 2 | VMC | LANDING | Factual <br />08/12/2005<br/>Final <br />07/24/2009 | 07/24/2009 | 
20050620X00814 | Accident | DFW05LA159 | 06/15/2005 | Rusk, TX | United States | 31.833333 | -95.200000 |  |  | Fatal(1) | Substantial |  | N8768F | Hughes | 269A | No | 1 | Reciprocating |  |  | Personal |  | 1 |  |  |  | VMC | CRUISE | Factual <br />11/08/2005<br/>Final <br />01/31/2006 | 01/31/2006 | 
20050617X00808 | Accident | NYC05FA099 | 06/14/2005 | New York, NY | United States | 40.701111 | -74.009167 | JRB | Wall Street Heliport | Non-Fatal | Substantial |  | N78TD | Bell | 206L | No | 1 | Turbo Shaft |  |  | Other Work Use |  |  | 1 | 6 |  | VMC | TAKEOFF | Factual <br />01/13/2006<br/>Final <br />02/28/2006 | 02/28/2006 | 
20050617X00801 | Accident | DEN05FA080 | 06/14/2005 | Pueblo, CO | United States | 38.286944 | -104.500833 | PUB | Pueblo Memorial Airport | Non-Fatal | Destroyed |  | N311CP | Schweizer | 269C | No | 1 | Reciprocating |  |  | Instructional |  |  | 2 |  |  | VMC | APPROACH | Factual <br />01/03/2006<br/>Final <br />03/28/2006 | 03/28/2006 | 
20050615X00774 | Accident | DEN05LA089 | 06/12/2005 | Cascade, CO | United States | 37.585000 | -107.691944 | 00C | Durango | Non-Fatal | Substantial |  | N81EA | Bell | 206L-3 | No | 1 | Turbo Shaft |  |  | Positioning |  |  |  |  | 4 | VMC | LANDING | Factual <br />10/20/2005<br/>Final <br />01/31/2006 | 01/31/2006 | 
20050708X00967 | Accident | LAX05WA217 | 06/11/2005 | Hong Kong, China | China | 22.350000 | 114.350000 |  |  | Non-Fatal | Substantial |  |  | Robinson Helicopter Company | R-44 | No |  |  |  |  | Unknown |  |  | 3 |  | 1 |  |  | Foreign | 07/08/2005 | 
20050707X00952 | Accident | DFW05CA149 | 06/08/2005 | Moulton Cove, LA | United States | 30.183333 | -92.000000 |  |  | Non-Fatal | Substantial | Helicopter | N2761X | Bell | 206L-1 | No | 1 | Turbo Shaft | Part 135: Air Taxi & Commuter | NSCH |  |  |  |  |  | 4 | VMC | TAKEOFF | Factual <br />07/07/2005<br/>Final <br />09/13/2005 | 09/13/2005 | 
20050707X00956 | Accident | DEN05CA085 | 06/07/2005 | Wallsburg, UT | United States | 40.235000 | -111.231111 | KPVU | Provo | Non-Fatal | Substantial | Helicopter | N993RW | Robinson | R22 Beta II | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 2 | VMC | MANEUVERING | Factual <br />07/07/2005<br/>Final <br />09/13/2005 | 09/13/2005 | 
20050619X00810 | Accident | IAD05LA075 | 06/06/2005 | Paintsville, KY | United States | 37.740833 | -82.773889 | 3I6 | PAINTSVILLE-PRESTONSBURG-COMBS | Non-Fatal | Destroyed |  | N2KX | Hughes | TH-55 | No | 1 | Reciprocating |  |  | Personal |  |  |  | 1 |  | VMC | TAKEOFF | Factual <br />02/04/2006<br/>Final <br />04/25/2006 | 04/25/2006 | 
20050610X00751 | Accident | LAX05GA192 | 06/01/2005 | Bisbee, AZ | United States | 31.439445 | -109.835277 |  |  | Non-Fatal | Substantial |  | N5205F | Eurocopter | AS 350 B2 | No | 1 | Turbo Shaft |  |  | Public Aircraft |  |  | 1 | 1 |  | VMC | MANEUVERING | Factual <br />12/12/2005<br/>Final <br />02/28/2006 | 02/28/2006 | 
20050630X00907 | Accident | DFW05CA144 | 06/01/2005 | Sherman, TX | United States | 33.708333 | -96.670000 |  |  | Non-Fatal | Substantial | Helicopter | N62269 | Hughes | 269A | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  | 1 | 1 | VMC | MANEUVERING | Factual <br />06/30/2005<br/>Final <br />09/13/2005 | 09/13/2005 | 
20050707X00950 | Accident | DFW05CA142 | 05/30/2005 | Denison, TX | United States | 33.983333 | -96.933333 |  |  | Non-Fatal | Substantial | Helicopter | N108RA | Westland | Wasp | No | 1 | Turbo Shaft | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC | TAKEOFF | Factual <br />07/07/2005<br/>Final <br />09/13/2005 | 09/13/2005 | 
20050601X00698 | Accident | LAX05FA189 | 05/28/2005 | Lucerne Valley, CA | United States | 34.629445 | -116.683889 |  |  | Non-Fatal | Destroyed |  | N7015Q | Robinson | R44 | No | 1 | Reciprocating |  |  | Personal |  |  | 3 |  |  | VMC | MANEUVERING | Factual <br />11/15/2006<br/>Final <br />01/31/2007 | 01/31/2007 | 
20050627X00876 | Accident | ATL05CA089 | 05/26/2005 | Cornelia, GA | United States | 34.505556 | -83.554722 | AJR | HABERSHAM COUNTY | Non-Fatal | Substantial | Helicopter | N681BC | Hughes | TH-55 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  | 2 |  | VMC | TAKEOFF | Factual <br />06/27/2005<br/>Final <br />06/28/2006 | 06/28/2006 | 
20050616X00792 | Accident | LAX05CA188 | 05/25/2005 | Jean, NV | United States | 35.768334 | -115.329445 | 0L7 | Jean Airport | Non-Fatal | Substantial | Helicopter | N192SH | Robinson | R-22 Beta II | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 2 | VMC | LANDING | Factual <br />06/16/2005<br/>Final <br />09/13/2005 | 09/13/2005 | 
20050601X00695 | Accident | LAX05LA187 | 05/25/2005 | Bakersfield, CA | United States | 35.383611 | -119.333056 |  |  | Non-Fatal | Destroyed |  | N110DT | Bell | 47G-4A | No | 1 | Reciprocating |  |  | Aerial Application |  |  | 1 |  |  | VMC | MANEUVERING | Factual <br />06/02/2006<br/>Final <br />08/29/2006 | 08/29/2006 | 
20050526X00679 | Accident | DEN05LA082 | 05/23/2005 | Provo, UT | United States | 40.033333 | -111.933333 | PVU | Provo Municipal Airport | Non-Fatal | Substantial |  | N553SH | Robinson | R22 Beta | No | 1 | Reciprocating |  |  | Instructional |  |  |  | 1 | 1 | VMC | MANEUVERING | Factual <br />06/28/2005<br/>Final <br />09/13/2005 | 09/13/2005 | 
20050615X00778 | Accident | SEA05CA104 | 05/23/2005 | Estacada, OR | United States | 45.289444 | -122.423056 |  |  | Non-Fatal | Substantial | Helicopter | N3030H | Hiller | UH-12E | No | 1 | Reciprocating | Part 137: Agricultural |  | Aerial Application |  |  |  | 1 |  | VMC | TAXI | Factual <br />06/15/2005<br/>Final <br />01/22/2014 | 01/22/2014 | 
20050706X00938 | Accident | LAX05CA185 | 05/22/2005 | Sedona, AZ | United States | 34.848611 | -111.788611 | KSEZ | Sedona | Non-Fatal | Substantial | Helicopter | N963JM | Robinson | R44 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC | APPROACH | Factual <br />07/06/2005<br/>Final <br />09/13/2005 | 09/13/2005 | 
20050616X00795 | Accident | CHI05CA120 | 05/20/2005 | Lakeview, MI | United States | 43.452222 | -85.264722 |  |  | Non-Fatal | Substantial | Helicopter | N2274U | Brantly Helicopter | B-2B | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 2 | VMC | DESCENT | Factual <br />06/16/2005<br/>Final <br />09/13/2005 | 09/13/2005 | 
20050614X00763 | Accident | DEN05CA079 | 05/19/2005 | Pueblo, CO | United States | 38.289166 | -104.496389 | PUB | PUEBLO MEMORIAL | Non-Fatal | Substantial | Helicopter | N958CP | Schweizer | 269C | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 2 | VMC | APPROACH | Factual <br />06/14/2005<br/>Final <br />09/13/2005 | 09/13/2005 | 
20050623X00845 | Accident | CHI05CA147 | 05/19/2005 | Twin Brooks, SD | United States | 45.230556 | -96.566111 |  |  | Non-Fatal | Substantial | Helicopter | N8505F | Bell | 47G | No | 1 | Reciprocating | Part 137: Agricultural |  | Aerial Application |  |  |  | 1 |  | VMC | MANEUVERING | Factual <br />06/23/2005<br/>Final <br />09/13/2005 | 09/13/2005 | 
20050525X00665 | Accident | DEN05LA081 | 05/19/2005 | St. George, UT | United States |  |  | SGU | St George Municipal | Non-Fatal | Substantial |  | N983KC | Robinson | R22 Beta | No | 1 | Reciprocating |  |  | Instructional |  |  |  | 2 |  | VMC | MANEUVERING | Factual <br />07/25/2005<br/>Final <br />10/27/2005 | 10/27/2005 | 
20050525X00664 | Accident | DFW05LA123 | 05/18/2005 | Huffman, TX | United States | 29.984166 | -95.341389 |  |  | Non-Fatal | Destroyed |  | N276M | Bell | 206B | No | 1 | Turbo Shaft |  |  | External Load |  |  | 3 | 2 |  | VMC | TAKEOFF | Factual <br />06/22/2005<br/>Final <br />09/13/2005 | 09/13/2005 | 
20050630X00906 | Accident | DFW05CA127 | 05/18/2005 | Rock Springs, TX | United States | 30.100000 | -100.266667 |  |  | Non-Fatal | Substantial | Helicopter | N995JW | Robinson | R22 Beta | No | 1 | Reciprocating | Part 91: General Aviation |  | Other Work Use |  |  | 1 |  | 1 | VMC | MANEUVERING | Factual <br />06/30/2005<br/>Final <br />09/13/2005 | 09/13/2005 | 
20050614X00762 | Accident | DEN05CA078 | 05/18/2005 | Brush, CO | United States | 40.263889 | -103.649444 |  |  | Non-Fatal | Substantial | Helicopter | N59403 | Bell | 47G-5A | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | TAKEOFF | Factual <br />06/14/2005<br/>Final <br />09/13/2005 | 09/13/2005 | 
20050601X00694 | Accident | LAX05LA176 | 05/16/2005 | Kihei, HI | United States | 20.783333 | -156.533333 |  |  | Non-Fatal | Substantial |  | N611WA | Hughes | 369D | No | 1 | Turbo Shaft |  |  | Personal |  |  |  |  | 4 | VMC | CRUISE | Factual <br />03/27/2006<br/>Final <br />05/30/2006 | 05/30/2006 | 
20050517X00625 | Incident | DFW05IA119 | 05/13/2005 | S.Timbalier 265, GM | United States | 28.940834 | -90.770000 |  |  | Incident |  |  | N588SC | Eurocopter France | EC120B | No | 1 | Turbo Shaft |  | NSCH |  | ERA Helicopters |  |  |  | 2 | VMC | CRUISE | Factual <br />08/04/2005<br/>Final <br />10/27/2005 | 10/27/2005 | 
20050525X00675 | Accident | LAX05LA164 | 05/11/2005 | Gustine, CA | United States | 37.262500 | -120.963056 | 3O1 | GUSTINE | Non-Fatal | Substantial |  | N144SM | Robinson | R44 | No | 1 | Reciprocating |  |  | Instructional |  |  |  |  | 2 | VMC | TAKEOFF | Factual <br />06/12/2006<br/>Final <br />08/29/2006 | 08/29/2006 | 
20050507X00571 | Accident | LAX05TA156 | 05/04/2005 | Calabasas, CA | United States | 34.150000 | -118.650000 |  |  | Non-Fatal | Substantial |  | N160LA | Sikorsky | S-70A | No | 2 | Turbo Shaft |  |  | Public Aircraft |  |  |  |  | 3 | VMC | CRUISE | Factual <br />06/02/2006<br/>Final <br />08/29/2006 | 08/29/2006 | 
20050622X00838 | Accident | DFW05CA121 | 05/04/2005 | Georgetown, TX | United States | 30.673889 | -97.674167 |  |  | Non-Fatal | Substantial | Helicopter | N9877Z | Bell | 206L-1 | No | 1 | Turbo Shaft | Part 91: General Aviation |  | Other Work Use |  |  |  |  | 6 | VMC | CRUISE | Factual <br />06/22/2005<br/>Final <br />09/13/2005 | 09/13/2005 | 
20050506X00566 | Accident | LAX05LA155 | 05/02/2005 | Peach Springs, AZ | United States | 35.983333 | -113.766667 |  |  | Non-Fatal | Substantial |  | N3895D | Bell | 206L-1 | No | 1 | Turbo Shaft |  |  | Other Work Use |  |  |  |  | 1 | VMC | MANEUVERING | Factual <br />05/12/2007<br/>Final <br />05/29/2007 | 05/29/2007 | 
20050517X00624 | Accident | DFW05WA114 | 04/30/2005 | La Primavera, Mexico | Mexico | 20.668056 | -103.577778 |  |  | Fatal(1) | Destroyed |  |  | Bell | 407 | No |  |  |  | NSCH |  |  | 1 |  |  |  | VMC |  | Foreign | 05/17/2005 | 
20050531X00689 | Accident | ATL05CA077 | 04/30/2005 | Cherokee, NC | United States | 35.433333 | -83.316667 | N/A | Cherokee Heliport | Non-Fatal | Substantial | Helicopter | N66RR | BELL | 206L 1 | No | 1 | Turbo Shaft | Part 91: General Aviation |  | Business |  |  |  |  | 1 | VMC | MANEUVERING | Factual <br />05/31/2005<br/>Final <br />06/19/2017 | 06/19/2017 | 
20050520X00651 | Accident | SEA05WA102 | 04/28/2005 | Korea, Korea, Republic Of | Korea, Republic Of | 37.662500 | 129.277500 |  |  | Non-Fatal | Destroyed |  |  | Kaman | K-1200 | No |  |  |  | NSCH |  |  |  |  | 1 |  | VMC |  | Foreign | 05/20/2005 | 
20050509X00572 | Accident | DFW05CA109 | 04/27/2005 | Bandera, TX | United States | 29.976667 | -99.085555 | ERV | Kerrville Municipal Airport | Non-Fatal | Substantial | Helicopter | N422SH | Robinson | R22 | No | 1 | Reciprocating | Part 91: General Aviation |  | Other Work Use |  |  |  |  | 2 | VMC | MANEUVERING | Factual <br />05/09/2005<br/>Final <br />07/07/2005 | 07/07/2005 | 
20050509X00573 | Accident | IAD05TA058 | 04/27/2005 | Quantico, VA | United States | 38.532778 | -77.449722 | NYG | Quantico Marine Corps Airfield | Non-Fatal | Substantial |  | N5252Y | Hughes | 369FF | No | 1 | Turbo Shaft |  |  | Public Aircraft |  |  |  | 3 |  | VMC | MANEUVERING | Factual <br />04/26/2006<br/>Final <br />08/29/2006 | 08/29/2006 | 
20050519X00639 | Accident | SEA05CA086 | 04/25/2005 | Uniontown, WA | United States | 46.516945 | -117.077223 |  |  | Non-Fatal | Substantial | Helicopter | N334WN | Williams Helicopter | UH-1B | No | 1 | Turbo Shaft | Part 137: Agricultural |  | Unknown |  |  |  |  | 1 | VMC | MANEUVERING | Factual <br />05/19/2005<br/>Final <br />09/13/2005 | 09/13/2005 | 
20050503X00539 | Accident | LAX05LA146 | 04/23/2005 | Kailua-Kona, HI | United States | 19.719445 | -156.058333 | KOA | Kona International | Non-Fatal | Substantial |  | N8406J | Robinson Helicopter Company | R22A | No | 1 | Reciprocating |  |  | Instructional |  |  |  |  | 2 | VMC | CLIMB | Factual <br />06/02/2006<br/>Final <br />08/29/2006 | 08/29/2006 | 
20050516X00618 | Accident | MIA05LA095 | 04/20/2005 | Coral Springs, FL | United States | 26.242500 | -80.352778 |  |  | Non-Fatal | Substantial |  | N2285B | Bell | 206B | No | 1 | Turbo Shaft |  | NSCH |  |  |  | 1 |  | 3 | VMC | TAKEOFF | Factual <br />03/29/2006<br/>Final <br />04/25/2006 | 04/25/2006 | 
20050504X00550 | Accident | SEA05CA083 | 04/17/2005 | Whitefish, MT | United States | 48.450000 | -114.450000 |  |  | Non-Fatal | Substantial | Helicopter | N7054C | Hughes | 269A | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | MANEUVERING | Factual <br />05/04/2005<br/>Final <br />07/07/2005 | 07/07/2005 | 
20050617X00805 | Accident | WAS05WA010 | 04/16/2005 | Terengganu, Malaysia | Malaysia |  |  |  |  | Unavailable | Substantial |  |  | Sikorsky | S-61 | No |  |  |  | NSCH |  |  |  |  |  |  | VMC |  | Foreign | 06/17/2005 | 
20050510X00585 | Accident | DFW05CA072 | 04/13/2005 | Woodward, OK | United States | 36.436666 | -99.520834 | WWR | West Woodward Airport | Non-Fatal | Substantial | Helicopter | N7535S | Robinson | R44 II | No | 1 | Reciprocating | Part 91: General Aviation |  | Business |  |  |  |  | 2 | VMC | STANDING | Factual <br />05/10/2005<br/>Final <br />07/07/2005 | 07/07/2005 | 
20050427X00511 | Accident | DEN05LA068 | 04/13/2005 | Morrison, CO | United States | 39.668889 | -105.219723 |  |  | Non-Fatal | Substantial |  | N5690K | Enstrom | F-28C | No | 1 | Reciprocating |  |  | Personal |  |  |  |  | 2 | VMC | LANDING | Factual <br />07/25/2005<br/>Final <br />10/27/2005 | 10/27/2005 | 
20050511X00591 | Accident | DEN05TA072 | 04/07/2005 | Colorado Sprngs, CO | United States |  |  |  |  | Non-Fatal | Substantial |  | N198PD | Bell | OH-58C | No | 1 | Turbo Shaft |  |  | Public Aircraft - Local |  |  |  |  | 3 | VMC | CRUISE | Factual <br />07/25/2005<br/>Final <br />10/27/2005 | 10/27/2005 | 
20050406X00423 | Accident | SEA05LA070 | 04/04/2005 | Corvallis, OR | United States | 44.497222 | -123.289722 | KCVO | Corvallis Municipal | Non-Fatal | Substantial |  | N303PR | Robinson | R-22 Beta | No | 1 | Reciprocating |  |  | Instructional |  |  |  |  | 2 | VMC | MANEUVERING | Factual <br />06/21/2005<br/>Final <br />09/13/2005 | 09/13/2005 | 
20050608X00733 | Accident | SEA05WA091 | 03/29/2005 | Banda Ache, Indonesia | Indonesia |  |  |  |  | Non-Fatal | Substantial |  | N4040P | Bell | UH-1F | No | 1 | Turbo Shaft |  |  | Other Work Use |  |  |  |  | 4 | VMC |  | Foreign | 06/08/2005 | 
20050419X00478 | Accident | MIA05LA088 | 03/28/2005 | Atlantic Ocean |  | 18.516667 | -67.933333 |  |  | Fatal(1) | Destroyed |  | N4767 | Schweizer | 269D | No | 1 | Turbo Shaft |  |  | Personal |  | 1 |  |  |  | VMC | CRUISE | Factual <br />05/13/2005<br/>Final <br />07/07/2005 | 07/07/2005 | 
20050331X00388 | Accident | IAD05WA048 | 03/26/2005 | Sirnach, Switzerland | Switzerland |  |  |  |  | Fatal(4) | Destroyed |  |  | Bell | 206B | No |  |  |  | NSCH |  |  | 4 |  |  |  |  |  | Foreign | 03/31/2005 | 
20051019X01691 | Accident | LAX05LA278 | 03/26/2005 | Los Banos, CA | United States | 37.050000 | -120.833333 |  |  | Non-Fatal | Substantial |  | N820SH | Robinson Helicopter Company | R22 Beta | No | 1 | Reciprocating |  |  | Instructional |  |  |  |  | 2 | VMC | DESCENT | Factual <br />02/13/2006<br/>Final <br />04/25/2006 | 04/25/2006 | 
20050329X00375 | Accident | LAX05LA122 | 03/24/2005 | Prescott, AZ | United States | 34.676667 | -112.410000 | PRC | Ernest A. Love Field | Non-Fatal | Substantial |  | N225G | Robinson | R22 Beta | No | 1 | Reciprocating |  |  | Instructional |  |  |  |  | 2 | VMC | APPROACH | Factual <br />02/23/2006<br/>Final <br />05/30/2006 | 05/30/2006 | 
20050503X00541 | Accident | LAX05LA119 | 03/22/2005 | Waddell, AZ | United States | 33.566667 | -112.500000 |  |  | Non-Fatal | Substantial |  | N716GH | Robinson | R-22 Beta | No | 1 | Reciprocating |  |  | Personal |  |  |  |  | 2 | VMC | MANEUVERING | Factual <br />06/02/2006<br/>Final <br />08/29/2006 | 08/29/2006 | 
20050330X00381 | Accident | IAD05LA046 | 03/19/2005 | Leet, WV | United States | 38.051944 | -81.986944 |  |  | Non-Fatal | Substantial |  | N61193 | Schweizer | 269C | No | 1 | Reciprocating |  |  | Personal |  |  | 1 |  | 1 | VMC | MANEUVERING | Factual <br />05/11/2006<br/>Final <br />08/29/2006 | 08/29/2006 | 
20050324X00358 | Accident | MIA05LA080 | 03/19/2005 | Homestead, FL | United States | 25.498611 | -80.554167 | X51 | HOMESTEAD GENERAL AVIATION | Non-Fatal | Substantial |  | N1ZP | Robinson | R44 | No | 1 | Reciprocating |  |  | Instructional |  |  |  |  | 2 | VMC | DESCENT | Factual <br />05/13/2005<br/>Final <br />07/07/2005 | 07/07/2005 | 
20050801X01134 | Incident | DFW05WA197 | 03/19/2005 | Aguas de Dios, Colombia | Colombia |  |  |  |  | Incident |  |  |  | Bell | 412 | No |  |  |  |  | Unknown |  |  |  |  | 7 | VMC |  | Foreign | 08/01/2005 | 
20050519X00635 | Accident | ANC05CA071 | 03/15/2005 | Valdez, AK | United States | 61.134444 | -146.233333 |  |  | Non-Fatal | Substantial | Helicopter | N295EW | Aerospatiale | AS350-B2 | No | 1 | Turbo Shaft | Part 91: General Aviation |  | Positioning |  |  |  |  | 1 | VMC | TAXI | Factual <br />05/19/2005<br/>Final <br />09/13/2005 | 09/13/2005 | 
